Season Number,Startup Name,Season Start,Season End,Episode Number,Episode Title,Anchor,Pitch Number,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name,Ashneer Present,Namita Present,Anupam Present,Vineeta Present,Aman Present,Peyush Present,Ghazal Present,Amit Present,Guest Present
2,ZSportsTech,2/1/2023,10/3/2023,46,Different Colours Of Entrepreneurship,Rahul Dua,300,Sports,Cricket Sport Shop,https://www.zsportstech.com/,2,2,0,0,0,,0,Mumbai,Maharashtra,31,0,0,0,60,2,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,ThePlatedProject,2/1/2023,10/3/2023,46,Different Colours Of Entrepreneurship,Rahul Dua,301,Services,Decor Plates & Dinnerware,https://www.theplatedproject.com/,1,1,0,0,0,,0,Mumbai,Maharashtra,0,0,0,0,75,2,3750,1,1,75,3.75,0,0,2000,3,0,0,0,0,0,25,1.25,0,0,0,0,25,1.25,0,25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,VsnapU,2/1/2023,10/3/2023,46,Different Colours Of Entrepreneurship,Rahul Dua,302,Services,Professional Photography service,https://www.vsnapu.com/,4,4,0,0,0,,2017,Goa,Goa,0,15,0,0,50,1.5,3333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,TheHealthyFactory,2/1/2023,10/3/2023,46,Different Colours Of Entrepreneurship,Rahul Dua,303,Food,Protein bread,https://www.thehealthfactory.in/,2,2,0,0,0,,2018,Mumbai,Maharashtra,-1,0,56,0,75,2.1,3571.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Brevistay,2/1/2023,10/3/2023,47,Tunnel Se Tank Tak Ka Safar,Rahul Dua,304,Services,Booking hotels for hours,https://www.brevistay.com/,5,5,0,0,0,,2016,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar Pradesh",0,42,0,0,100,1.66,6024.096386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
2,SoulUp,2/1/2023,10/3/2023,47,Tunnel Se Tank Tak Ka Safar,Rahul Dua,305,Services,Real Conversations Real People,https://www.soulup.in/,2,0,2,0,0,,0,Bangalore,Karnataka,0,0,0,0,50,3,1666.666667,1,1,50,5,0,0,1000,1,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
2,TheBigBookBox ChapterOneBooks,2/1/2023,10/3/2023,47,Tunnel Se Tank Tak Ka Safar,Rahul Dua,306,Furnishing/Household,New paperback and hardcover books,https://www.thebigbookbox.com/,2,1,1,0,0,,0,Gopalganj,Bihar,140,0,0,0,50,8,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
2,Rubans,2/1/2023,10/3/2023,48,"Pitchers, Investments And Businesses",Rahul Dua,307,Beauty/Fashion,Artificial Jewellery Set Online,https://www.rubans.in/,2,1,1,0,1,,2014,Bangalore,Karnataka,5100,0,0,0,150,0.5,30000,1,1,100,1,50,12,10000,3,0,0,0,0,0,33.33,0.333,16.66,0,0,0,33.33,0.333,16.66,33.33,0.333,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,SameNotification,2/1/2023,10/3/2023,48,"Pitchers, Investments And Businesses",Rahul Dua,308,Technology/Software,parental monitoring app,0,1,1,0,0,0,,0,"Ahmedabad,Mirzapur","Gujarat,Uttar Pradesh",0,0,0,0,25,15,166.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,BottomLineSprays,2/1/2023,10/3/2023,48,"Pitchers, Investments And Businesses",Rahul Dua,309,Furnishing/Household,portable jet spray,https://bottomlinesprays.com/,2,1,1,0,1,,0,Ahmedabad,Gujarat,0,2,0,0,35,5,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,LilGoodness,2/1/2023,10/3/2023,48,"Pitchers, Investments And Businesses",Rahul Dua,310,Food,Healthy Snacks,https://lilgoodness.com/,2,2,0,0,0,,2020,Bangalore,Karnataka,-1,145,65,0,100,1,10000,1,1,50,1,50,10,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,ForeverModest,2/1/2023,10/3/2023,49,Businesses Adding Value To Society,Rahul Dua,311,Beauty/Fashion,premium Muslim women's clothing,https://forevermodest.shop/,1,0,1,0,0,,2021,Aurangabad,Maharashtra,0,4.2,0,0,20,10,200,1,1,20,20,0,0,100,4,0,0,0,0,0,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,Sahayatha,2/1/2023,10/3/2023,49,Businesses Adding Value To Society,Rahul Dua,312,Medical/Health,smart wheelchair with an assistive cleansing device,https://dhanvantribiomedical.com/,1,0,1,0,0,,2022,Coimbatore,Tamil Nadu,0,0,0,0,100,10,1000,1,1,100,10,0,0,1000,5,0,1,0,0,0,20,2,0,20,2,0,0,0,0,20,2,0,20,2,0,0,0,0,20,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,WickedGud,2/1/2023,10/3/2023,49,Businesses Adding Value To Society,Rahul Dua,313,Food,High Protein & Fiber Gluten Free Vegan food,https://wickedgud.com/,3,3,0,0,0,,2021,Mumbai,Maharashtra,-1,0,0,0,50,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,maisha,2/1/2023,10/3/2023,49,Businesses Adding Value To Society,Rahul Dua,314,Beauty/Fashion,Handmade Cotton & Jacquard Bags,https://maishalifestyle.com/,3,2,1,0,0,,2018,Ahmedabad,Gujarat,0,0,0,0,75,3,2500,1,1,10,1,65,18,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,65,0,0,0,0,0,1,1,1,1,1,0,1,0
2,NishHair,2/1/2023,10/3/2023,50,Season Finale With The Sharks,Rahul Dua,315,Beauty/Fashion,100% Human Hair Extensions,https://nishhair.com/,1,0,1,0,0,,2017,Mumbai,Maharashtra,670,80,0,30,100,2,5000,1,1,100,2,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,MYBYK,2/1/2023,10/3/2023,50,Season Finale With The Sharks,Rahul Dua,316,Vehicles/Electrical Vehicles,IoT-enabled bikes,https://mybyk.in/,1,1,0,0,0,,0,Ahmedabad,Gujarat,-1,0,0,0,200,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2,GODESi,2/1/2023,10/3/2023,51,Gateway To Shark Tank India,Rahul Dua,317,Food,Handmade lollipops,https://godesi.in/,2,1,1,0,0,,0,Bangalore,Karnataka,-1,270,0,0,90,0.5,18000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
2,TAC,2/1/2023,10/3/2023,51,Gateway To Shark Tank India,Rahul Dua,318,Beauty/Fashion,"ayurveda co for glowing skin, makeup & open pores",https://theayurvedaco.com/,2,1,1,0,1,,0,Mumbai,Maharashtra,-1,0,0,0,150,0.5,30000,1,1,81,1,69,12,8100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0.5,34.5,0,0,0,0,0,0,0,0,0,40.5,0.5,34.5,Vikas,0,1,0,1,1,0,0,1,1
2,Naara-Aaba,2/1/2023,10/3/2023,51,Gateway To Shark Tank India,Rahul Dua,319,Liquor/Beverages,pears and plum wine,https://www.naaraaaba.com/,2,1,1,0,1,,2017,Ziro,Arunachal Pradesh,0,0,50,18,75,2.5,3000,1,1,50,5,25,10,1000,2,0,0,0,0,0,0,0,0,0,0,0,25,2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,2.5,12.5,Vikas,0,1,0,1,1,0,0,1,1
2,StyloBug,2/1/2023,10/3/2023,51,Gateway To Shark Tank India,Rahul Dua,320,Beauty/Fashion,Girls Dresses Online,https://stylobug.com/,2,1,1,0,0,,0,Delhi,Delhi,1400,46,0,18,80,2,4000,1,1,80,10,0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,0,0,0,0,1,0,1,1,0,0,1,1
2,ZenOnco,2/1/2023,10/3/2023,0,Unseen,Rahul Dua,321,Medical/Health,saving lives from cancer,https://zenonco.io/,2,1,1,0,0,,0,Jodhpur,Rajasthan,-1,21,0,0,100,1,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
