Season Number,Startup Name,Season Start,Season End,Episode Number,Episode Title,Anchor,Pitch Number,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name,Ashneer Present,Namita Present,Anupam Present,Vineeta Present,Aman Present,Peyush Present,Ghazal Present,Amit Present,Guest Present
2,Mahantam,2/1/2023,10/3/2023,29,Pulse Of The Country,Rahul Dua,240,Manufacturing,Tea Glass Washing Machine,https://mahantam.co.in/,2,2,0,0,0,,0,Banaskantha,Gujarat,0,0,0,0,30,10,300,1,1,30,20,0,0,150,5,0,0,0,0,0,6,4,0,6,4,0,6,4,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,MindPeers,2/1/2023,10/3/2023,29,Pulse Of The Country,Rahul Dua,241,Medical/Health,For Mental Strength,https://www.mindpeers.co/,2,1,1,0,0,,0,Delhi,Delhi,0,0,0,0,53,1,5300,1,1,106,2,0,0,5300,4,0,0,0,0,0,17.66,0.33,0,0,0,0,17.66,0.33,0,17.66,0.33,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Barosi,2/1/2023,10/3/2023,29,Pulse Of The Country,Rahul Dua,242,Food,Fresh & pure milk products,https://www.barosi.in/,1,1,0,0,0,,2016,Pataudi,Haryana,-1,42,40,0,50,2,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Daryaganj,2/1/2023,10/3/2023,30,Changing India,Rahul Dua,243,Food,North Indian Cuisine restaurant,https://daryaganj.com/,3,3,0,0,0,,0,Delhi,Delhi,0,300,0,0,90,0.5,18000,1,1,90,1,0,0,9000,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,DhruvVidyut,2/1/2023,10/3/2023,30,Changing India,Rahul Dua,244,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,https://www.instagram.com/dhruvvidyutdv/?hl=en,1,1,0,0,0,,0,Delhi,Delhi,0,0,0,0,0,0.5,0,1,1,0,0.5,0,0,0,3,yes,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0.166,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,CELLBELL,2/1/2023,10/3/2023,30,Changing India,Rahul Dua,245,Furnishing/Household,Gaming Office Chairs,https://cellbell.in/,3,3,0,0,0,,2019,Ulhasnagar,Maharashtra,0,400,52,0,90,1.5,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Tipayi,2/1/2023,10/3/2023,31,Innovations And Investments,Rahul Dua,246,Manufacturing,Balance Bike for Kids,https://www.vamshycle.com/,1,1,0,0,0,,2019,Pune,Maharashtra,21,0.5,35,26,50,10,500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,DigiQure,2/1/2023,10/3/2023,31,Innovations And Investments,Rahul Dua,247,Medical/Health,Book Doctors Appointments Video Consultation,https://digiqure.com/,2,2,0,0,0,,0,Bhopal,Madhya Pradesh,0,0,0,0,40,4,1000,1,1,40,10,0,0,400,1,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Nirmalaya,2/1/2023,10/3/2023,31,Innovations And Investments,Rahul Dua,248,Manufacturing,Incense products made from temple flowers,https://nirmalaya.com/,3,2,1,0,1,,0,Delhi,Delhi,-1,80,0,0,60,1.5,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Pabiben,2/1/2023,10/3/2023,32,Pitch Perfect,Rahul Dua,249,Beauty/Fashion,Handcrafted products sold directly by artisans,https://www.pabiben.com/,2,1,1,0,0,,0,Ahmedabad,Gujarat,0,0,50,35,50,5,1000,1,1,10,5,40,0,200,1,0,0,0,0,0,10,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Homestrap,2/1/2023,10/3/2023,32,Pitch Perfect,Rahul Dua,250,Furnishing/Household,Collection of organizer for home and travelling,https://www.homestrap.com/,2,1,1,0,1,,0,Indore,Madhya Pradesh,0,0,55,0,70,1,7000,1,1,50,7,20,10,714.2857143,1,0,0,0,0,0,0,0,0,50,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,uBreathe,2/1/2023,10/3/2023,32,Pitch Perfect,Rahul Dua,251,Manufacturing,Smart Natural Air Purifier,https://www.ubreathe.in/,2,2,0,0,0,,0,Gurgaon,Haryana,0,0,0,0,150,7.5,2000,1,1,50,5,100,10,1000,1,0,0,0,0,0,50,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Deyor,2/1/2023,10/3/2023,32,Pitch Perfect,Rahul Dua,252,Technology/Software,Chatbot integrated experiential travel website,https://www.deyorcamps.com/,2,2,0,0,0,,0,Gurgaon,Haryana,0,0,25,5,100,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,iMumz,2/1/2023,10/3/2023,33,Growing With India,Rahul Dua,253,Medical/Health,Transforming pregnancy and parenting with app,https://www.imumz.com/,3,2,1,0,0,,2020,Bangalore,Karnataka,0,0,0,0,70,1,7000,1,1,10,1,60,10,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,60,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,TheHealthyBinge,2/1/2023,10/3/2023,33,Growing With India,Rahul Dua,254,Food,Assorted Pack Baked Chips,https://www.healthybinge.co.in/,2,2,0,0,0,,0,Pune,Maharashtra,-1,11,0,0,50,5,1000,1,1,50,5,0,0,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.5,0,25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Freakins,2/1/2023,10/3/2023,33,Growing With India,Rahul Dua,255,Beauty/Fashion,Fashionable Denim Apparel,https://freakins.com/,2,2,0,0,0,,0,Mumbai,Maharashtra,-1,0,63,0,70,1,7000,1,1,50,2.5,20,12,2000,1,yes,0,0,0,0,0,0,0,0,0,0,50,2.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Perfora,2/1/2023,10/3/2023,34,Growing Ideas Into Successful Businesses,Rahul Dua,256,Furnishing/Household,Toothpaste Electric Toothbrush,https://perforacare.com/,2,2,0,0,0,,0,"Ballarpur,Karnal","Haryana,Maharashtra",-1,0,57,0,80,1,8000,1,1,80,2.5,0,0,3200,3,0,0,0,0,0,26.66,0.833,0,0,0,0,26.66,0.833,0,0,0,0,26.66,0.833,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,MidNightAngelsByPC,2/1/2023,10/3/2023,34,Growing Ideas Into Successful Businesses,Rahul Dua,257,Beauty/Fashion,Lounge & Travel wear,https://midnightangelsbypc.com/,2,0,2,0,0,,2017,Gurgaon,Haryana,180,0,83,20,75,6,1250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,CureSee,2/1/2023,10/3/2023,34,Growing Ideas Into Successful Businesses,Rahul Dua,258,Medical/Health,Artificial Intelligence (AI) based vision therapy,https://curesee.com/,3,3,0,0,0,,2019,Gurgaon,Haryana,0,264,0,0,40,5,800,1,1,50,10,0,0,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,MeduLance,2/1/2023,10/3/2023,35,Business Ideas Ka Pitara,Rahul Dua,259,Medical/Health,One-stop solution for all healthcare needs,https://medulance.com/,2,2,0,0,0,,0,Delhi,Delhi,240,0,0,24,200,1,20000,1,1,200,2,0,0,10000,3,0,0,0,0,0,66.66,0.666,0,0,0,0,0,0,0,66.66,0.666,0,66.66,0.666,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Cakelicious,2/1/2023,10/3/2023,35,Business Ideas Ka Pitara,Rahul Dua,260,Food,Cakes Online,0,2,0,2,0,0,,0,Kolkata,West Bengal,0,3,60,40,25,5,500,1,1,25,20,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Bowled.io,2/1/2023,10/3/2023,35,Business Ideas Ka Pitara,Rahul Dua,261,Sports,Play-to-Earn Social Gaming Platform,https://www.bowled.io/,2,2,0,0,0,,0,Mumbai,Maharashtra,0,0,0,0,80,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Toyshine,2/1/2023,10/3/2023,35,Business Ideas Ka Pitara,Rahul Dua,262,Manufacturing,Collection of Toys,https://toyshine.in/,1,1,0,0,0,,0,Jalandhar,Punjab,4500,450,0,15,125,0.5,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,neuphony,2/1/2023,10/3/2023,36,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,263,Medical/Health,Wearable EEG Headband,https://neuphony.com/,2,1,1,0,1,,2022,Noida,Uttar Pradesh,-1,0,0,0,100,2,5000,1,1,100,5.4,0,0,1851.851852,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.7,0,50,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Amrutam,2/1/2023,10/3/2023,36,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,264,Food,Ayurvedic Lifestyle products,https://amrutam.co.in/,3,2,1,0,0,,2017,Gwalior,Madhya Pradesh,110,0,0,0,50,2,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,HoloKitab,2/1/2023,10/3/2023,36,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,265,Technology/Software,Augmented Reality content for books,https://www.holokitab.in/,2,2,0,0,0,,0,Jalandhar,Punjab,0,0,0,0,45,10,450,1,1,45,25,0,0,180,1,yes,0,0,0,0,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Zoe,2/1/2023,10/3/2023,37,Bharat Ka Kal,Rahul Dua,266,Food,Nutrition For Life. Shop health & wellness products,https://www.zoe.menu/,2,1,1,0,1,,0,Gurgaon,Haryana,120,0,0,0,75,5,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Hornback,2/1/2023,10/3/2023,37,Bharat Ka Kal,Rahul Dua,267,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,https://hornback.bike/,2,2,0,0,0,,0,Hyderabad,Telangana,0,0,0,0,50,1,5000,1,1,50,2.5,0,0,2000,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.5,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Malaki,2/1/2023,10/3/2023,37,Bharat Ka Kal,Rahul Dua,268,Liquor/Beverages,Non-Alcoholic Beverages,https://malaki.in/,2,2,0,0,0,,0,Mumbai,Maharashtra,270,42,56,13,50,1,5000,1,1,50,3,0,0,1666.666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.5,0,25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,nanoclean,2/1/2023,10/3/2023,37,Bharat Ka Kal,Rahul Dua,269,Manufacturing,Contamination Control Solutions,https://nanoclean.store/,1,1,0,0,0,,2017,Bikaner,Rajasthan,110,5,0,0,80,2,4000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,DesmondJi,2/1/2023,10/3/2023,38,Innovation And Imagination,Rahul Dua,270,Liquor/Beverages,"Spirits, Liqueurs & Cocktail Blends",0,2,2,0,0,0,,0,Goa,Goa,1200,125,0,0,100,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Cremeitalia,2/1/2023,10/3/2023,38,Innovation And Imagination,Rahul Dua,271,Food,Fresh Italian Cheese Products,https://cremeitalia.com/,1,1,0,0,0,,0,Mumbai,Maharashtra,0,62,0,0,90,1.5,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,nawgati,2/1/2023,10/3/2023,38,Innovation And Imagination,Rahul Dua,272,Services,Congestion Management for Fuel Stations,https://www.nawgati.com/,3,3,0,0,0,,0,Noida,Uttar Pradesh,0,0,0,0,67,2,3350,1,1,67,3,0,0,2233.333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,1.5,0,0,0,0,0,0,0,33.5,1.5,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Swytchd,2/1/2023,10/3/2023,38,Innovation And Imagination,Rahul Dua,273,Vehicles/Electrical Vehicles,All-inclusive Electric Vehicle Subscription,https://swytchd.com/,1,1,0,0,0,,0,Bangalore,Karnataka,0,0,0,0,50,3,1666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,GladFul,2/1/2023,10/3/2023,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,274,Food,Natural High Protein Rich & Healthy Foods,https://gladful.in/,2,1,1,0,0,,2022,Jaipur,Rajasthan,-1,24,0,0,50,2,2500,1,1,50,3.5,0,0,1428.571429,3,0,0,0,0,0,16.66,1.1666,0,0,0,0,0,0,0,16.66,1.1666,0,0,0,0,0,0,0,16.66,1.1666,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Pharmallama,2/1/2023,10/3/2023,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,275,Medical/Health,Simplified pharmacy,https://pharmallama.com/,3,3,0,0,0,,2022,Bangalore,Karnataka,0,24,0,0,100,1.5,6666.666667,1,1,200,5,0,0,4000,5,0,0,0,0,0,40,1,0,40,1,0,0,0,0,40,1,0,40,1,0,0,0,0,40,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,CraveRajaFoods,2/1/2023,10/3/2023,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,276,Food,Cloud-kitchen service,https://craverajafoods.com/,2,2,0,0,0,,2020,Kolkata,West Bengal,256,20,70,3,65,3,2166.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,VAPerfume,2/1/2023,10/3/2023,39,Revolutionary Ideas And Successful Businesses,Rahul Dua,277,Furnishing/Household,"Devotional, meditational, and romantic incense",http://www.vaperfume.com/,1,1,0,0,0,,0,Mumbai,Maharashtra,0,0,56,35,100,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Hood,2/1/2023,10/3/2023,40,Creating Valuable Businesses,Rahul Dua,278,Technology/Software,Pseudonymous social network,https://www.hood.live/,3,3,0,0,0,,2022,Gurgaon,Haryana,0,0,0,0,120,0.2,60000,1,1,60,0.54,60,12,11111.11111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.27,30,30,0.27,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,TwistingScoops,2/1/2023,10/3/2023,40,Creating Valuable Businesses,Rahul Dua,279,Food,Authentic turkish ice cream,https://twistingscoops.com/,2,2,0,0,0,,0,Delhi,Delhi,0,0,0,40,100,2.5,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,GROWiT,2/1/2023,10/3/2023,40,Creating Valuable Businesses,Rahul Dua,280,Agriculture,Protective farming products,https://thegrowit.com/,2,2,0,0,0,,0,Surat,Gujarat,-1,0,22,0,100,1,10000,1,1,50,1,50,10,5000,2,0,0,0,0,0,25,0.5,25,0,0,0,0,0,0,0,0,0,25,0.5,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Makino,2/1/2023,10/3/2023,41,Out Of The Box Business Ideas,Rahul Dua,281,Food,Nachos & Nuts,https://makino-new.myshopify.com/,4,4,0,0,0,,2018,Himmatnagar,Gujarat,0,2.5,40,0,200,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Trunome,2/1/2023,10/3/2023,41,Out Of The Box Business Ideas,Rahul Dua,282,Medical/Health,Post Transplant Care,https://acrannolife.com/,2,2,0,0,0,,0,Chennai,Tamil Nadu,0,0,0,0,150,1,15000,1,1,150,2,0,0,7500,4,0,1,0,0,0,0,0,0,37.5,0.5,0,37.5,0.5,0,37.5,0.5,0,37.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Wol3D,2/1/2023,10/3/2023,41,Out Of The Box Business Ideas,Rahul Dua,283,Manufacturing,3D printing technology,https://worldoflilliputs.com/,4,2,2,0,1,,2016,Mumbai,Maharashtra,0,0,30,0,150,1,15000,1,1,80,2,70,0,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,What'sUpWellness,2/1/2023,10/3/2023,41,Out Of The Box Business Ideas,Rahul Dua,284,Food,Wellness in the form of quick bites,https://whatsupwellness.in/,2,1,1,0,0,,0,Kolkata,West Bengal,0,30,0,0,50,3,1666.666667,1,1,60,4.76,0,0,1260.504202,3,0,0,0,0,0,0,0,0,20,1.586,0,20,1.586,0,20,1.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,ProostBeer,2/1/2023,10/3/2023,42,Building Businesses From Scratch,Rahul Dua,285,Liquor/Beverages,Freshly brewed beer,https://www.proost69.com/,2,2,0,0,0,,2018,Delhi,Delhi,-1,0,0,0,100,0.75,13333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,DrCubes,2/1/2023,10/3/2023,42,Building Businesses From Scratch,Rahul Dua,286,Liquor/Beverages,Frozen Fresh cubes,https://drcubes.in/,2,2,0,0,0,,2017,Bangalore,Karnataka,75,0,45,35,80,15,533.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,MetroRide,2/1/2023,10/3/2023,42,Building Businesses From Scratch,Rahul Dua,287,Vehicles/Electrical Vehicles,Metro Shuttle Service Access Transportation,https://metroride.in/,2,2,0,0,0,,0,Bangalore,Karnataka,54,25,0,0,75,1,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Conker,2/1/2023,10/3/2023,42,Building Businesses From Scratch,Rahul Dua,288,Technology/Software,Skill Based Learning Online Courses,https://learn.conkerworld.com/,1,1,0,0,0,,0,Bangalore,Karnataka,120,22,50,8,40,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,WTF,2/1/2023,10/3/2023,43,Creating Value Through Ideas,Rahul Dua,289,Food,Where's The Food,0,1,1,0,0,0,,0,Kolkata,West Bengal,0,0,0,0,75,5,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,funngro,2/1/2023,10/3/2023,43,Creating Value Through Ideas,Rahul Dua,290,Technology/Software,Smart Teens work with Smart companies,https://www.funngro.com/,3,1,2,0,1,,2021,Mumbai,Maharashtra,0,0,0,0,50,1.25,4000,1,1,50,4.16,0,0,1201.923077,2,0,0,0,0,0,25,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.08,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,Aadvik,2/1/2023,10/3/2023,43,Creating Value Through Ideas,Rahul Dua,291,Food,Buy Camel & Goat Milk,https://aadvikfoods.com/,2,2,0,0,0,,0,Delhi,Delhi,720,50,0,0,60,1.5,4000,1,1,15,1.5,45,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5,45,0,0,0,0,0,1,1,0,1,1,0,1,0
2,oyehappy,2/1/2023,10/3/2023,43,Creating Value Through Ideas,Rahul Dua,292,Services,"Unique Gifts, Customized Gifts, Romantic Gifts, Thoughtful Gifts",https://www.oyehappy.com/,2,2,0,0,0,,0,Hyderabad,Telangana,1005,80,80,0,50,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
2,HealthyMaster,2/1/2023,10/3/2023,44,Entrepreneurship Ka Junoon,Rahul Dua,293,Food,"Online Dry Fruits, Snacks, Berries, Chips",https://healthymaster.in/,3,1,2,0,1,,2019,Bangalore,Karnataka,-1,20,45,0,50,2,2500,1,1,50,6.5,0,0,769.2307692,1,0,0,0,0,0,0,0,0,0,0,0,50,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Kitsons,2/1/2023,10/3/2023,44,Entrepreneurship Ka Junoon,Rahul Dua,294,Furnishing/Household,"Stationery, Art & Craft, Books & Toy Retail Space",https://kitsons.in/,3,3,0,0,0,,2010,Hyderabad,Telangana,0,0,0,0,1000,10,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,LondonBubble,2/1/2023,10/3/2023,44,Entrepreneurship Ka Junoon,Rahul Dua,295,Food,Waffle Chips Online,https://londonbubbleco.com/,2,2,0,0,0,,0,Mumbai,Maharashtra,0,0,0,0,75,5,1500,1,1,75,15,0,0,500,1,0,0,0,0,0,75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,WaggyZone,2/1/2023,10/3/2023,44,Entrepreneurship Ka Junoon,Rahul Dua,296,Animal/Pets,"Ice Cream Treat for Dogs, Puppies and Cats",https://waggyzone.com/,1,0,1,0,0,,0,Mumbai,Maharashtra,0,1,60,0,50,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,NutriCook,2/1/2023,10/3/2023,45,True Meaning Of Entrepreneurship,Rahul Dua,297,Food,"Smart Pots, Air Fryers, Air Fryer Oven",https://www.nutricookindia.com/,2,1,1,0,0,,0,"Bangalore,Punganur","Karnataka,Andhra Pradesh",13,0,0,0,100,2,5000,1,1,50,10,50,12,500,1,0,0,0,0,0,0,0,0,0,0,0,50,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,Subhag,2/1/2023,10/3/2023,45,True Meaning Of Entrepreneurship,Rahul Dua,298,Medical/Health,Health-tech IUI Treatment Procedure for Infertility,https://subhag.in/,3,3,0,0,0,,0,"Jhumri Telaiya,Raipur","Jharkhand,Chhattisgarh",0,0,0,0,50,1,5000,1,1,20,1,30,10,2000,1,0,1,0,0,0,20,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2,SinghStyled,2/1/2023,10/3/2023,45,True Meaning Of Entrepreneurship,Rahul Dua,299,Beauty/Fashion,Sikh Gentleman to maintain their Guru-gifted identity,https://www.singhstyled.com/,2,2,0,0,0,,2019,Mumbai,Maharashtra,0,7.5,0,0,50,5,1000,1,1,50,10,0,0,500,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
